Нөгөө талаар Хөвсгөлийн байгалийн цогцолбор газарт нэвтрэхэд 1,000 төгрөг авдаг .	Нөгөө тал @аар Хөвсгөл @ийн байгал @ийн цогцолох @бор газар @т нэвтрэх @д 1,000 төгрөг авах @даг .
Дахиад илүүгээр мэдэрч, амтлахын тулд өөрийгөө бүрэн чөлөөлж, маш их бэлтгэл сургуулилттайгаар ороход бэлэн байна.	Дахих @@аад илүү @@гээр мэдрэх @@ч , амт @@лах @@ын тул @@д өөрөө @@ийг @@өө бүрэн чөлөө @@лөх @@ж , маш их бэлтгэх @@л сурах @@гууль @@лт @@тай @@аар орох @@д бэлэн байх @@на .
Тиймээс гар утасны аппликешнээр дамжуулан баримтын мэдээллээ дэлгэрэнгүй харах боломжийг нэмэгдүүлсэн.	Тийм @@ээс гар утас @@ны аппликешн @@ээр дам @@жих @@уулах @@н баримт @@ын мэдэх @@ээ @@лэх @@л @@ээ дэлгэрэх @@н @@гүй харах болох @@мж @@ийг нэмэх @@гдэх @@үүлэх @@сэн .
Ингэхдээ тухайн хэрэг гарахад үүрэг гүйцэтгэж байсан ээлжийн бүрэлдэхүүнийг бүгдийг нь шалгаж, ажлын хариуцлага алдсан алба хаагчдад хариуцлага тооцохоо мэдэгдсэн.	Ингэх @@дээ тухай @@н хэрэг гарах @@д үүрэг гүйцэтгэх @@ж байх @@сан ээлж @@ийн бүрэлдэх @@үүн @@ийг бүгд @@ийг нь шалгах @@ж , ажил @@ын хариуцах @@лага алдах @@сан алба хаах @@гч @@д @@д хариуцах @@лага тоо @@цох @@оо мэдэх @@гдэх @@сэн .
Дуучин бүсгүй Испаний Каталанд оршин суудаг боловч Бахамын арлуудад орлогоо тайлагнадаг байсныг олж тогтоожээ.	Дуу @@чин бүсгүй Испан @@ий Каталан @@д орших @@н суух @@даг болох @@вч Бахам @@ын арал @@ууд @@д орох @@лого @@оо тайлагнах @@даг байх @@сан @@ыг олох @@ж тогтох @@оо @@жээ .
Харин энд ирээд шүүхийн шийдвэр гүйцэтгэх хүмүүстэй уулзаад ойлголоо.	Харин энэ @@д ирэх @@ээд шүүх @@ийн шийд @@вэр гүйцэтгэх хүн @@мүүс @@тэй уулзах @@аад ой @@лгох @@лоо .
Гэхдээ энд бас нэг зүйлийг хэлэхэд визний зөвшөөрөл авах зорилгоор иргэд хоорондоо гэр бүл болох тохиолдол цөөнгүй бий.	Гэх @@дээ энэ @@д бас нэг зүйл @@ийг хэлэх @@д виз @@ний зөв @@шөөрөх @@л авах зорих @@лго @@оор иргэн @@д хооронд @@оо гэр бүл болох тохиох @@лдох @@л цөөн @@гүй бий .
Өөрөөр хэлбэл нам дэмжигч бус иргэний тоо хагас жилийн дотор 23 хувиар өсч судалгаанд оролцогчдын тал хувийг давлаа.	Өөр @@өөр хэлэх @@бэл нам дэм @@жих @@гч бус иргэн @@ий тоо хагас жил @@ийн дотор 23 хувь @@аар өсөх @@ч судлах @@гаа @@д орох @@лцох @@гч @@д @@ын тал хувь @@ийг давах @@лаа .
2016 оны сүүлээс энэ улсад хэт инфляц эхэлсэн гэж судлаачид үздэг.	2016 он @@ы сүүл @@ээс энэ улс @@д хэт инфляц эхлэх @@сэн гэх @@ж судлах @@аач @@д үзэх @@дэг .
Цайны цаг дууссаны дараа захирлын өрөөг зорив.	Цай @@ны цаг дуусах @@сан @@ы дараа захирах @@л @@ын өрөө @@г зорих @@в .
Маргааш нь тэр цагдаад өөрөө очиж буруугаа хүлээжээ.	Маргааш нь тэр цагдаа @@д өөрөө очих @@ж буруу @@гаа хүлээх @@жээ .
М.Энхболдыг огцруулах үндэслэлийг өнөөдөр мөрдөж байгаа хууль эрх зүйн баримтаас хайгаад олохгүй нь үнэн.	М.Энхболд @@ыг огцрох @@уулах үндэс @@лэл @@ийг өнөө @@дөр мөрдөх @@ж байх @@гаа хууль эрх зүй @@н баримт @@аас хайх @@аад олох @@гүй нь үнэн .
Багш нар 3-5 насны хүүхдүүдэд хог хаягдал, усны хэрэглээ, хэмнэлт, мод зэрэг сэдвийн дагуу сургалт явуулсан байна.	Багш нар 3-5 нас @@ны хүү @@хэд @@үүд @@д хог хаях @@гдах @@л , ус @@ны хэрэг @@лээ , хэмнэх @@лт , мод зэрэг сэдэв @@ийн дагуу сургах @@лт явах @@уулах @@сан байх @@на .
Эверестэд амиа алдсан уулчдын тоо нийтдээ 300 орчим гэж бүртгэгдсэн байдаг.	Эверест @@д амиа алдах @@сан уул @@чид @@ын тоо нийт @@дээ 300 орчим гэх @@ж бүртгэх @@гдэх @@сэн байх @@даг .
Ийм хуваагдал нь Төв Ази дахь тэр хоёр гүрний стратегийн ашиг сонирхолд тусгалаа олсон.	Ийм хуваах @@гдах @@л нь Төв Ази дахь тэр хоёр гүрэн @@ий стратеги @@ийн ашиг сонирхох @@л @@д тусах @@гал @@аа олох @@сон .
Тути Турсилавати хэмээх энэ эмэгтэй аргагүй хамгаалалт хийсэн гэж мэдүүлж байжээ.	Тути Турсилавати хэмээх энэ эм @@гтэй арга @@гүй хамгаалах @@лт хийх @@сэн гэх @@ж мэдэх @@үүлэх @@ж байх @@жээ .
Гэхдээ өнөөг хүртэл тус асуудалтай холбогдуулан ямар нэгэн шийтгэл хүлээсэн хүн үгүй.	Гэх @@дээ өнөө @@г хүртэл тус асуух @@дал @@тай холбох @@гдох @@уулах @@н ямар нэг @@н шийтгэх @@л хүлээх @@сэн хүн үгүй .
Бизнесийнхэн ханшийн хөдөлгөөн, хүлээлтийг ажиглаж байж, дараагийн шийдвэрээ гаргаж байгаа шүү дээ.	Бизнес @@ийн @@хэн ханш @@ийн хөдлөх @@гөөн , хүлээх @@лт @@ийг ажиглах @@ж байх @@ж , дараа @@ийн шийд @@вэр @@ээ гаргах @@ж байх @@гаа шүү дээ .
Энэ хэрэгтэй холбоотой гэрчүүдэд санаа зовж байгаа учраас хяналтад авах нь зүйтэй гэж үзэж байгаа юм.	Энэ хэрэг @@тэй холбоо @@той гэрч @@үүд @@д санаа зовох @@ж байх @@гаа учир @@аас хянах @@лт @@д авах нь зүй @@тэй гэх @@ж үзэх @@ж байх @@гаа юм .
Энэ нь мэргэжлээ сонгох, карьераа хэрхэн төлөвлөх, сургуулийн сонголт гэх мэт хүүхдийн цаашдын ирээдүйд ач холбогдол өндөртэй байх юм.	Энэ нь мэргэжил @@ээ сонгох , карьер @@аа хэрхэн төлөв @@лөх , сурах @@гууль @@ийн сонгох @@лт гэх мэт хүү @@хэд @@ийн цаана @@ш @@д @@ын ирээдүй @@д ач холбох @@гдох @@л өндөр @@тэй байх юм .
Хятадын хайлуулах үйлдвэрүүдэд төрийн оролцоо их.	Хятад @@ын хайлах @@уулах үйл @@дэх @@вэр @@үүд @@д төр @@ийн орох @@лцох @@оо их .
Засгийн газрын мөрийн хөтөлбөрт шинжлэх ухаанд зарцуулах хөрөнгийг тав дахин нэмэгдүүлнэ гэсэн байдаг.	Засаг @@ийн газар @@ын мөрийн хөтөлбөр @@т шинж @@лэх ухах @@аан @@д зарах @@цуулах хөрөнгө @@ийг тав дахих @@н нэмэх @@гдэх @@үүлэх @@нэ гэх @@сэн байх @@даг .
Саяхан УИХ-ын гишүүн Ж.Батзандан та хоёр Т.Чимгээ, Б.Содномдаржаа нартай уулзахаар хорих ангид очсон.	Сая @@хан УИХ-ын гишүүн Ж.Батзандан та хоёр Т.Чимгээ , Б.Содномдаржаа нартай уулзах @@аар хорих анги @@д очих @@сон .
Гэтэл 2016 оны УИХ-ын ээлжит сонгуулийн өмнөхөн та албан тушаалаа хүлээлгэж өгсөн.	Гэх @@тэл 2016 он @@ы УИХ-ын ээлж @@т сонгох @@ууль @@ийн өмнө @@х @@н та алба @@н тушаал @@аа хүлээх @@лгэх @@ж өгөх @@сөн .
Бас энэ жүжгийнхээ дүрээр.	Бас энэ жүжиг @@ийн @@хээ дүр @@ээр .
Харин манайд яг ямар хүмүүс их уншиж байгааг ялгахад жаахан түвэгтэй юм даа.	Харин манай @@д яг ямар хүн @@мүүс их унших @@ж байх @@гаа @@г ялгах @@д жаахан түвэг @@тэй юм даа .
Гэтэл УИХ-ын дарга бидэнд байгаа жагсаалтаас хоёр дахин урт жагсаалт уншиж байна.	Гэтэл УИХ-ын дарга би @@д @@д байх @@гаа жагсах @@аал @@т @@аас хоёр дахих @@н урт жагсах @@аал @@т унших @@ж байх @@на .
Бороотой сэрүүхэн байгаа тул шүхрээ авч, дулаан хувцаслаарай.	Бороо @@той сэрүүн @@хэн байх @@гаа тул шүхэр @@ээ авах @@ч , дулаан хувцас @@лах @@аа @@рай .
Гэсэн хэдий ч эмчлүүлсний дараа шинээр дахин халдвар авахгүй л бол бүрэн эдгэрэх боломжтой гэдгээрээ давуу талтай.	Гэх @@сэн хэдий ч эм @@ч @@лэх @@үүлэх @@сэн @@ий дараа шинэ @@ээр дахих @@н халдах @@вар авах @@гүй л бол бүрэн эдгэрэх болох @@мж @@той гэх @@дэг @@ээр @@ээ давуу тал @@тай .
