abbé	abb @@é
výchovu	vý @@chov @@u
výchově	vý @@chov @@ě
výchozí	vý @@choz @@í
výdaj	vý @@daj
výherce	vý @@her @@c @@e
výhod	vý @@hod
výhodné	vý @@hod @@n @@é
výhodný	vý @@hod @@n @@ý
výhrad	vý @@hrad
výhrady	vý @@hrad @@y
výjimečné	vý @@jim @@eč @@n @@é
výkladu	vý @@klad @@u
výklady	vý @@klad @@y
výkon	vý @@kon
výkonnou	vý @@kon @@n @@ou
výkonným	vý @@kon @@n @@ým
výkonu	vý @@kon @@u
výkop	vý @@kop
výkresů	vý @@kres @@ů
výkupní	vý @@kup @@n @@í
výlet	vý @@let
výletě	vý @@let @@ě
výlučnost	vý @@luč @@n @@ost
výlučný	vý @@luč @@n @@ý
výlučným	vý @@luč @@n @@ým
výlučně	vý @@luč @@n @@ě
výmezů	vý @@mez @@ů
výmluvnost	vý @@mluv @@n @@ost
výmluvností	vý @@mluv @@n @@ost @@í
výměna	vý @@měn @@a
výměnné	vý @@měn @@n @@é
výměny	vý @@měn @@y
výnos	vý @@nos
výnosné	vý @@nos @@n @@é
výnosných	vý @@nos @@n @@ých
výnosy	vý @@nos @@y
výpotek	vý @@pot @@ek
výpotky	vý @@pot @@k @@y
výpovědi	vý @@po @@věd @@i
výpověď	vý @@po @@věď
výpočet	vý @@po @@čet
výpravy	vý @@prav @@y
výr	výr
výraz	vý @@raz
výrazný	vý @@raz @@n @@ý
výrazným	vý @@raz @@n @@ým
výrazně	vý @@raz @@n @@ě
výrazněji	vý @@raz @@n @@ěj @@i
výrazy	vý @@raz @@y
výrazů	vý @@raz @@ů
výroba	vý @@rob @@a
výrobce	vý @@rob @@c @@e
výrobcem	vý @@rob @@c @@em
výrobcům	vý @@rob @@c @@ům
výrobek	vý @@rob @@ek
výrobkem	vý @@rob @@k @@em
výrobku	vý @@rob @@k @@u
výrobky	vý @@rob @@k @@y
výrobků	vý @@rob @@k @@ů
výrobní	vý @@rob @@n @@í
výrobu	vý @@rob @@u
výroby	vý @@rob @@y
výrobě	vý @@rob @@ě
výrostek	vý @@rost @@ek
výroční	vý @@roč @@n @@í
výročí	vý @@roč @@í
výskat	výsk @@a @@t
výsknout	výsk @@nou @@t
výskávatelnost	výsk @@á @@v @@a @@teln @@ost
výslech	vý @@slech
výslechů	vý @@slech @@ů
výsledcích	vý @@sled @@c @@ích
výsledek	vý @@sled @@ek
výsledkem	vý @@sled @@k @@em
výslednou	vý @@sled @@n @@ou
výsledná	vý @@sled @@n @@á
výsměch	vý @@směch
výsostným	výs @@ost @@n @@ým
výstav	vý @@stav
výstava	vý @@stav @@a
výstavní	vý @@stav @@n @@í
výstavním	vý @@stav @@n @@ím
výstavou	vý @@stav @@ou
výstavu	vý @@stav @@u
výstavy	vý @@stav @@y
výstavě	vý @@stav @@ě
výstižnou	vý @@stiž @@n @@ou
výstupní	vý @@stup @@n @@í
výstřih	vý @@střih
výt	vý @@t
výtah	vý @@tah
výtahům	vý @@tah @@ům
výtečný	vý @@teč @@n @@ý
výtržnost	vý @@trž @@n @@ost
výtvor	vý @@tvor
výtvorech	vý @@tvor @@ech
výtvorem	vý @@tvor @@em
výtvory	vý @@tvor @@y
výtěžcích	vý @@těž @@c @@ích
výtěžek	vý @@těž @@ek
výtěžky	vý @@těž @@k @@y
výuce	vý @@uc @@e
výuku	vý @@uk @@u
výuky	vý @@uk @@y
vývod	vý @@vod
vývoj	vý @@voj
vývoje	vý @@voj @@e
vývoji	vý @@voj @@i
vývojové	vý @@voj @@ov @@é
vývojovým	vý @@voj @@ov @@ým
vývojově	vý @@voj @@ov @@ě
vývoz	vý @@voz
výzkum	vý @@zkum
výzkumy	vý @@zkum @@y
výzkumů	vý @@zkum @@ů
význam	vý @@znam
významnosti	vý @@znam @@n @@ost @@i
významná	vý @@znam @@n @@á
významné	vý @@znam @@n @@é
významný	vý @@znam @@n @@ý
významně	vý @@znam @@n @@ě
význačná	vý @@znač @@n @@á
výýý	výýý
výčitek	vý @@čit @@e @@k
výčitkami	vý @@čit @@k @@ami
výčtově	vý @@čt @@ov @@ě
výři	výř @@i
výše	výš @@e
výši	výš @@i
výška	výš @@k @@a
výšky	výš @@k @@y
výživě	vý @@ži @@v @@ě
včas	v @@čas
včela	včel @@a
včelařit	včel @@ař @@i @@t
včera	včer @@a
včetně	v @@čet @@n @@ě
včlenit	v @@člen @@i @@t
včleňovat	v @@čleň @@ova @@t
včísti	v @@čís @@ti
věcech	věc @@ech
věcem	věc @@em
věchýtek	věchýt @@ek
věci	věc @@i
věcí	věc @@í
věd	věd
věda	věd @@a
vědci	věd @@c @@i
vědec	věd @@ec
vědeckou	věd @@ec @@k @@ou
vědecké	věd @@ec @@k @@é
vědeckého	věd @@ec @@k @@ého
vědeckém	věd @@ec @@k @@ém
vědecký	věd @@ec @@k @@ý
vědeckých	věd @@ec @@k @@ých
vědeckým	věd @@ec @@k @@ým
vědeckými	věd @@ec @@k @@ými
vědečtější	věd @@eč @@t @@ěj @@š @@í
vědmák	věd @@m @@ák
vědoma	věd @@om @@a
vědomostmi	věd @@om @@ost @@mi
vědomém	věd @@om @@ém
vědomí	věd @@om @@í
vědomím	věd @@om @@ím
vědomý	věd @@om @@ý
vědomým	věd @@om @@ým
vědomými	věd @@om @@ými
vědou	věd @@ou
vědro	vědr @@o
vědru	vědr @@u
vědu	věd @@u
vědy	věd @@y
vědách	věd @@ách
vědě	věd @@ě
věděl	v @@ěd @@ě @@l
věděla	v @@ěd @@ě @@l @@a
vědění	věd @@ě @@n @@í
věděním	věd @@ě @@n @@ím
vědět	věd @@ě @@t
věděti	věd @@ě @@ti
věk	věk
věků	věk @@ů
věnce	věnc @@e
věnec	věnec
věnoval	věn @@ova @@l
věnovala	věn @@ova @@l @@a
věnované	věn @@ova @@n @@é
věnčit	věn @@č @@i @@t
věrnost	věr @@n @@ost
věrná	věr @@n @@á
věrolomnost	věr @@o @@lom @@n @@ost
věrolomník	věr @@o @@lomn @@ík
věru	věr @@u
věstit	věst @@i @@t
věta	vět @@a
větou	vět @@ou
větrovod	větr @@o @@vod
větrání	větr @@á @@n @@í
větu	vět @@u
větvit	větv @@i @@t
věty	vět @@y
větřit	větř @@i @@t
většina	vět @@š @@in @@a
většinou	vět @@š @@in @@ou
většinu	vět @@š @@in @@u
většiny	vět @@š @@in @@y
větší	vět @@š @@í
větším	vět @@š @@ím
většími	vět @@š @@ími
věz	věz
vězení	věz @@e @@n @@í
vězením	věz @@e @@n @@ím
vězet	věz @@e @@t
věznit	věz @@n @@i @@t
vězí	věz @@í
vězíš	věz @@í @@š
věč	věč
věčnost	věč @@n @@ost
věčnosti	věč @@n @@ost @@i
věčnou	věč @@n @@ou
věčná	věč @@n @@á
věčné	věč @@n @@é
věčném	věč @@n @@ém
věčných	věč @@n @@ých
věčnými	věč @@n @@ými
věčně	věč @@n @@ě
věř	věř
věření	věř @@en @@í
věřili	věř @@i @@l @@i
věřit	věř @@i @@t
věřitel	věř @@i @@tel
věřitele	věř @@i @@tel @@e
věřiteli	věř @@i @@tel @@i
věřitelé	věř @@i @@tel @@é
věřitelů	věř @@i @@tel @@ů
věřte	věř @@te
věří	věř @@í
věřící	věř @@íc @@í
věřícím	věř @@í @@c @@ím
věšet	věš @@e @@t
věštců	věšt @@c @@ů
věštit	věšt @@i @@t
věž	věž
věže	věž @@e
věžníková	věž @@ník @@ov @@á
vřadit	v @@řad @@i @@t
vřavu	vř @@av @@u
vřazovat	v @@řaz @@ova @@t
vřaďovat	v @@řaď @@ova @@t
vřeleji	vř @@e @@l @@eji
vřesoviště	vřes @@ov @@išt @@ě
vřezat	v @@řez @@a @@t
vřezávat	v @@řez @@á @@v @@a @@t
vřeštět	vřešt @@ě @@t
vřískat	vřísk @@a @@t
vřísknout	vřísk @@nou @@t
vřít	vř @@í @@t
vřítit	v @@řít @@i @@t
vříznout	v @@říz @@nou @@t
však	však
vše	vš @@e
všechen	vš @@ech @@en
všechna	vš @@e @@ch @@n @@a
všechno	vš @@ech @@n @@o
všecko	vš @@ec @@k @@o
všecky	vš @@ec @@k @@y
všednosti	všedn @@ost @@i
všední	všedn @@í
všedního	všedn @@ího
všedním	všedn @@ím
všednět	všedn @@ě @@t
všelijak	vš @@e @@li @@jak
všelijakých	vš @@e @@li @@jak @@ých
všem	vš @@em
všema	vš @@ema
všemi	vš @@emi
všemu	vš @@emu
všeobecný	vš @@e @@obec @@n @@ý
všeptnout	v @@šept @@nou @@t
všestranně	vš @@e @@stran @@n @@ě
všetečka	všetečk @@a
všetečkova	všetečk @@ov @@a
vševědova	vševěd @@ov @@a
vševědův	vše @@věd @@ův
všichni	vš @@ich @@ni
všimla	všim @@l @@a
všimne	všim @@n @@e
vštípit	v @@štíp @@i @@t
vštěpovat	v @@štěp @@ova @@t
všude	všud @@e
všudy	všud @@y
všudybyl	všudybyl
vší	vš @@í
vším	vš @@í @@m
všímat	vším @@a @@t
všímá	vším @@á
všívat	v @@ší @@v @@a @@t
vůbec	vůbec
vůdce	vůd @@c @@e
vůdcem	vůd @@c @@em
vůdkyně	vůd @@kyn @@ě
vůl	vůl
vůle	vůl @@e
vůli	vůl @@i
vůlí	vůl @@í
vůni	vůn @@i
vůnička	vůn @@ičk @@a
vůz	vůz
vždy	vždy
vždycky	vždycky
vždyť	vždyť
vžít	v @@ží @@t
waitův	wait @@ův
warholovsky	warhol @@ovsk @@y
weilovi	weil @@ov @@i
well	well
wells	wells
westermann	westermann
westermannem	westermann @@em
wilbois	wilbois
william	william
williama	william @@a
windows	windows
wingrovův	wingrov @@ův
winter	winter
wislizena	wislizen @@a
wislizeniji	wislizeniji
wissbar	wissbar
wittia	witti @@a
woche	woche
word	word
wordperfect	word @@perfect
xerox	xerox
xeroxový	xerox @@ov @@ý
xeroxu	xerox @@u
xxx	xxx
yardů	yard @@ů
yehudi	yehudi
yorku	york @@u
young	young
zaangažovat	za @@angaž @@ova @@t
zab	zab
zabafat	za @@baf @@a @@t
zabafnout	za @@baf @@nou @@t
zabafčit	za @@baf @@č @@i @@t
zabahnit	za @@bahn @@i @@t
zabahňovat	za @@bahň @@ova @@t
zabalenou	za @@bal @@en @@ou
zabalený	za @@bal @@ený
zabalit	za @@bal @@i @@t
zabalovat	za @@bal @@ova @@t
zabarikádovat	za @@barikád @@ova @@t
zabavit	za @@bav @@i @@t
zabavovat	za @@bav @@ova @@t
zabednit	za @@bedn @@i @@t
zabedněnce	za @@bedn @@ě @@nc @@e
zabedněnec	za @@bedn @@ěn @@ec
zabedňovat	za @@bedň @@ova @@t
zaberou	za @@ber @@ou
zabetonovat	za @@beton @@ova @@t
zabezpečení	za @@bezpeč @@en @@í
zabezpečit	za @@bezpeč @@i @@t
zabezpečovat	za @@bezpeč @@ova @@t
zabečet	za @@beč @@e @@t
zabieme	za @@bi @@e @@me
zabijeme	za @@bi @@je @@me
zabijáku	za @@bij @@ák @@u
zabil	za @@bi @@l
zabitou	za @@bi @@t @@ou
zabitím	za @@bi @@t @@í @@m
zablekotat	za @@blek @@ot @@a @@t
zablesklo	za @@blesk @@l @@o
zablesknout	za @@blesk @@nou @@t
zablikat	za @@blik @@a @@t
zablyštět	za @@blyšt @@ě @@t
zablábolit	za @@blábol @@i @@t
zablátil	za @@blát @@i @@l
zablýskat	za @@blýsk @@a @@t
zablýsknout	za @@blýsk @@nou @@t
zabodat	za @@bod @@a @@t
zabodnout	za @@bod @@nou @@t
zabodávat	za @@bod @@á @@v @@a @@t
zabolelo	za @@bol @@e @@l @@o
zabolet	za @@bol @@e @@t
zabouchal	za @@bouch @@a @@l
zabouchne	za @@bouch @@ne
zabouchnout	za @@bouch @@nou @@t
zabouchávat	za @@bouch @@á @@v @@a @@t
zabouřit	za @@bouř @@i @@t
zabočovat	za @@boč @@ova @@t
zabořit	za @@boř @@i @@t
zabrat	za @@br @@a @@t
zabreptat	za @@brept @@a @@t
zabrnknuvší	za @@brnk @@nu @@vš @@í
zabrnět	za @@brn @@ě @@t
zabroukat	za @@brouk @@a @@t
zabrousit	za @@brous @@i @@t
zabrumlat	za @@bruml @@a @@t
zabručel	za @@bruč @@e @@l
zabručet	za @@bruč @@e @@t
zabrušovat	za @@bruš @@ova @@t
zabránil	za @@brán @@i @@l
zabránit	za @@brán @@i @@t
zabte	za @@b @@te
zabubnovat	za @@bubn @@ova @@t
zabuchnutě	za @@buch @@nu @@t @@ě
zabudovat	za @@bud @@ova @@t
zaburácet	za @@bur @@ác @@e @@t
zabušit	za @@buš @@i @@t
zabydlet	za @@bydl @@e @@t
zabydlit	za @@bydl @@i @@t
zabzučet	za @@bzuč @@e @@t
zabásnout	za @@bás @@nou @@t
zabíhat	za @@bíh @@a @@t
zabíjet	za @@bíj @@e @@t
zabílit	za @@bíl @@i @@t
zabírat	za @@bír @@a @@t
zabít	za @@bí @@t
zabývat	za @@bý @@v @@a @@t
zabývá	za @@bý @@v @@á
zabědovat	za @@běd @@ova @@t
zaběhat	za @@běh @@a @@t
zaběhlo	za @@běh @@l @@o
zaběhlá	za @@běh @@l @@á
zaběhnout	za @@běh @@nou @@t
zaběhávat	za @@běh @@á @@v @@a @@t
zabělat	za @@běl @@a @@t
zabřednout	za @@břed @@nou @@t
zacelit	za @@cel @@i @@t
zacelovat	za @@cel @@ova @@t
zacementovat	za @@cement @@ova @@t
zachce	za @@chc @@e
zachladit	za @@chlad @@i @@t
zachlazovat	za @@chlaz @@ova @@t
zachmuřen	za @@chmuř @@en
zachmuřit	za @@chmuř @@i @@t
zachoulit	za @@choul @@i @@t
zachovat	za @@chov @@a @@t
zachovati	za @@chov @@a @@ti
zachování	za @@chov @@á @@n @@í
zachovávat	za @@chov @@á @@v @@a @@t
zachrastit	za @@chrast @@i @@t
zachraňovat	za @@chraň @@ova @@t
zachrchlat	za @@chrchl @@a @@t
zachrochtat	za @@chrocht @@a @@t
zachropotávání	za @@chrop @@ot @@á @@v @@á @@n @@í
zachránil	za @@chrán @@i @@l
zachránila	za @@chrán @@i @@l @@a
zachránit	za @@chrán @@i @@t
zachrániti	za @@chrán @@i @@ti
zachráním	za @@chrán @@í @@m
zachráněna	za @@chrán @@ěn @@a
zachrápaně	za @@chráp @@a @@n @@ě
zachrčet	za @@chrč @@e @@t
zachtít	za @@cht @@í @@t
zachumlat	za @@chuml @@a @@t
zachutnat	za @@chut @@n @@a @@t
zachvacovat	za @@chvac @@ova @@t
zachvácena	za @@chvác @@en @@a
zachvácené	za @@chvác @@en @@é
zachvácený	za @@chvác @@en @@ý
zachvátit	za @@chvát @@i @@t
zachvít	za @@chví @@t
zachvívat	za @@chví @@v @@a @@t
zachvěla	za @@chvě @@l @@a
zachvět	za @@chvě @@t
zachycovat	za @@chyc @@ova @@t
zachytila	za @@chyt @@i @@l @@a
zachytili	za @@chyt @@i @@l @@i
zachytit	za @@chyt @@i @@t
zachytiti	za @@chyt @@i @@ti
zachytnout	za @@chyt @@nou @@t
zacházení	za @@cház @@e @@n @@í
zacházet	za @@cház @@e @@t
zachřestit	za @@chřest @@i @@t
zachřoupávatelný	za @@chřoup @@á @@v @@a @@teln @@ý
zacinkal	za @@cink @@a @@l
zacinkat	za @@cink @@a @@t
zacinknout	za @@cink @@nou @@t
zaclonit	za @@clon @@i @@t
zacloumat	za @@cloum @@a @@t
zacloňovat	za @@cloň @@ova @@t
zacouvat	za @@couv @@a @@t
zacpal	za @@cp @@a @@l
zacpával	za @@cp @@á @@v @@a @@l
zacpávat	za @@cp @@á @@v @@a @@t
zacukat	za @@cuk @@a @@t
zacupotání	za @@cup @@ot @@á @@n @@í
zacupovávatelně	za @@cup @@ová @@v @@a @@teln @@ě
zacvakat	za @@cvak @@a @@t
zacvaknout	za @@cvak @@nou @@t
zacvičit	za @@cvič @@i @@t
zacvičovat	za @@cvič @@ova @@t
zacvrlikat	za @@cvrlik @@a @@t
zacválat	za @@cvál @@a @@t
zacákat	za @@cák @@a @@t
zacílit	za @@cíl @@i @@t
zad	zad
zadarmo	za @@dar @@m @@o
zadat	za @@d @@a @@t
zadehtovat	za @@deht @@ova @@t
zadek	zad @@ek
zadeček	zad @@eček
zadečku	zad @@eč @@k @@u
zadešťovat	za @@dešť @@ova @@t
zadlabávat	za @@dlab @@á @@v @@a @@t
zadlužit	za @@dluž @@i @@t
zadlužovat	za @@dluž @@ova @@t
zadostiučinit	za @@dost @@i @@u @@čin @@i @@t
zadout	za @@dou @@t
zadovádět	za @@do @@vád @@ě @@t
zadrhl	za @@drh @@l
zadrhnout	za @@drh @@nou @@t
zadrhovat	za @@drh @@ova @@t
zadrkotatelnost	za @@drk @@ot @@a @@teln @@ost
zadrmolit	za @@drmol @@i @@t
zadrnčela	za @@drnč @@e @@l @@a
zadrátovaně	za @@drát @@ova @@n @@ě
zadržovat	za @@drž @@ova @@t
zadumat	za @@dum @@a @@t
zaduněly	za @@dun @@ě @@l @@y
zadunět	za @@dun @@ě @@t
zadupat	za @@dup @@a @@t
zadupnout	za @@dup @@nou @@t
zadupávat	za @@dup @@á @@v @@a @@t
zadusit	za @@dus @@i @@t
zadusávatelný	za @@dus @@á @@v @@a @@teln @@ý
zadušovat	za @@duš @@ova @@t
zadávat	za @@d @@á @@v @@a @@t
zadávit	za @@dáv @@i @@t
zadírat	za @@dír @@a @@t
zadívat	za @@dív @@a @@t
zadýchávat	za @@dých @@á @@v @@a @@t
zadýmat	za @@dým @@a @@t
zadělat	za @@děl @@a @@t
zadělávat	za @@děl @@á @@v @@a @@t
zadřela	za @@dř @@e @@l @@a
zadřímle	za @@dřím @@l @@e
zadřímne	za @@dřím @@n @@e
zadřít	za @@dř @@í @@t
zafačovat	za @@fač @@ova @@t
zafixovat	za @@fix @@ova @@t
zafičet	za @@fič @@e @@t
zaflákat	za @@flák @@a @@t
zaflámovat	za @@flám @@ova @@t
zafoukal	za @@fouk @@a @@l
zafoukl	za @@fouk @@l
zafouknout	za @@fouk @@nou @@t
zafrkal	za @@frk @@a @@l
zafrkat	za @@frk @@a @@t
zafunět	za @@fun @@ě @@t
zafučet	za @@fuč @@e @@t
zagajdování	za @@gajd @@ová @@n @@í
zageneralisovat	za @@general @@isova @@t
zahajduchovávací	za @@hajduch @@ová @@v @@a @@c @@í
zahajovat	za @@haj @@ova @@t
zahalit	za @@hal @@i @@t
zahalovat	za @@hal @@ova @@t
zahanbeně	za @@han @@b @@en @@ě
zahanbit	za @@han @@b @@i @@t
zaharašit	za @@haraš @@i @@t
zahazovat	za @@haz @@ova @@t
zahašení	za @@haš @@en @@í
zahladit	za @@hlad @@i @@t
zahlazovat	za @@hlaz @@ova @@t
zahledět	za @@hled @@ě @@t
zahleňovat	za @@hleň @@ova @@t
zahloubat	za @@hloub @@a @@t
zahltit	za @@hlt @@i @@t
zahltnout	za @@hlt @@nou @@t
zahlédl	za @@hléd @@l
zahlédla	za @@hléd @@l @@a
zahlédnout	za @@hléd @@nou @@t
zahlížet	za @@hlíž @@e @@t
zahmuřovávaně	za @@hmuř @@ová @@v @@a @@n @@ě
zahmyzit	za @@hmyz @@i @@t
zahnal	za @@hn @@a @@l
zahnala	za @@hn @@a @@l @@a
zahnat	za @@hn @@a @@t
zahnout	za @@h @@nou @@t
zahnul	za @@h @@nu @@l
zahnít	za @@hní @@t
zahnívat	za @@hní @@v @@a @@t
zahnízďovat	za @@hnízď @@ova @@t
zahnědnout	za @@hněd @@nou @@t
zahodit	za @@hod @@i @@t
zahojit	za @@hoj @@i @@t
zahospodařit	za @@hospod @@ař @@i @@t
zahouknout	za @@houk @@nou @@t
zahoupat	za @@houp @@a @@t
zahoustlý	za @@houst @@l @@ý
zahoustnout	za @@houst @@nou @@t
zahořekovat	za @@hoř @@ek @@ova @@t
zahořet	za @@hoř @@e @@t
zahořknout	za @@hoř @@k @@nou @@t
zahrabaly	za @@hrab @@a @@l @@y
zahrabat	za @@hrab @@a @@t
zahrabovat	za @@hrab @@ova @@t
zahrada	za @@hrad @@a
zahradit	za @@hrad @@i @@t
zahradničit	za @@hrad @@n @@ič @@i @@t
zahradníky	za @@hrad @@n @@ík @@y
zahrady	za @@hrad @@y
zahradě	za @@hrad @@ě
zahrajeme	za @@hra @@je @@me
zahraniční	za @@hran @@ič @@n @@í
zahraničních	za @@hran @@ič @@n @@ích
zahraničním	za @@hran @@ič @@n @@ím
zahraničí	za @@hran @@ič @@í
zahrazovat	za @@hraz @@ova @@t
zahrkat	za @@hrk @@a @@t
zahrnout	za @@hr @@nou @@t
zahrnovat	za @@hrn @@ova @@t
zahrnujícím	za @@hrn @@uj @@íc @@ím
zahromoval	za @@hrom @@ova @@l
zahromovat	za @@hrom @@ova @@t
zahrotit	za @@hrot @@i @@t
zahrozit	za @@hroz @@i @@t
zahryznout	za @@hryz @@nou @@t
zahrábnout	za @@hráb @@nou @@t
zahrál	za @@hrá @@l
zahrát	za @@hrá @@t
zahrávat	za @@hrá @@v @@a @@t
zahrává	za @@hrá @@v @@á
zahrčet	za @@hrč @@e @@t
zahubit	za @@hub @@i @@t
zahubovat	za @@hub @@ova @@t
zahuhňat	za @@huhň @@a @@t
zahulákat	za @@hulák @@a @@t
zahučet	za @@huč @@e @@t
zahušťovat	za @@hušť @@ova @@t
zahvízdat	za @@hvízd @@a @@t
zahvízdnout	za @@hvízd @@nou @@t
zahyne	za @@hyn @@e
zahynout	za @@hy @@nou @@t
zahynul	za @@hy @@nu @@l
zahájená	za @@háj @@en @@á
zahájili	za @@háj @@i @@l @@i
zahájit	za @@háj @@i @@t
zahájíme	za @@háj @@í @@me
zahákovat	za @@hák @@ova @@t
zahálet	za @@hál @@e @@t
zaházet	za @@ház @@e @@t
zaháčkovat	za @@háč @@k @@ova @@t
zahýbat	za @@hýb @@a @@t
zahřmít	za @@hřm @@í @@t
zahřměl	za @@hřm @@ě @@l
zahřmět	za @@hřm @@ě @@t
zahřát	za @@hřá @@t
zahřímal	za @@hřím @@a @@l
zahřímat	za @@hřím @@a @@t
zaimponovat	za @@im @@pon @@ova @@t
zainteresovat	za @@interes @@ova @@t
zainteresovány	za @@interes @@ová @@n @@y
zajatec	za @@j @@at @@ec
zajedu	za @@jed @@u
zajektat	za @@jek @@t @@a @@t
zajel	za @@je @@l
zajet	za @@je @@t
zajezdit	za @@jezd @@i @@t
zaječet	za @@ječ @@e @@t
zajiskřil	za @@jiskř @@i @@l
zajiskřit	za @@jiskř @@i @@t
zajisté	za @@jist @@é
zajizvit	za @@jizv @@i @@t
zajizvovat	za @@jizv @@ova @@t
zajištěn	za @@jišt @@ěn
zajištěna	za @@jišt @@ěn @@a
zajištěnej	za @@jišt @@ěn @@ej
zajištění	za @@jišt @@ěn @@í
zajišťovat	za @@jišť @@ova @@t
zajišťuje	za @@jišť @@uje
zajásají	za @@jás @@aj @@í
zajásat	za @@jás @@a @@t
zajídat	za @@jíd @@a @@t
zajíkal	za @@jík @@a @@l
zajíkat	za @@jík @@a @@t
zajímavosti	za @@jím @@a @@v @@ost @@i
zajímavá	za @@jím @@a @@v @@á
zajímavé	za @@jím @@a @@v @@é
zajímavý	za @@jím @@a @@v @@ý
zajímejte	za @@jím @@ej @@te
zajít	za @@jí @@t
zajíždění	za @@jížd @@ě @@n @@í
zakabonit	za @@kabon @@i @@t
zakademičťovávatelně	z @@akadem @@ič @@ť @@ová @@v @@a @@teln @@ě
zakalit	za @@kal @@i @@t
zakalkulovat	za @@kalk @@ul @@ova @@t
zakalovat	za @@kal @@ova @@t
zakantorovavší	za @@kant @@or @@ova @@vš @@í
zakapat	za @@kap @@a @@t
zakapávat	za @@kap @@á @@v @@a @@t
zakazovat	za @@kaz @@ova @@t
zakašlal	za @@kašl @@a @@l
zakecat	za @@kec @@a @@t
zakladatel	za @@klad @@a @@tel
zaklaply	za @@klap @@l @@y
zaklapnout	za @@klap @@nou @@t
zaklel	za @@kle @@l
zaklenuly	za @@kle @@nu @@l @@y
zaklepal	za @@klep @@a @@l
zaklepat	za @@klep @@a @@t
zaklepe	za @@klep @@e
zaklepnout	za @@klep @@nou @@t
zaklesnout	za @@kles @@nou @@t
zaklesnutí	za @@kles @@nu @@t @@í
zaklesnutý	za @@kles @@nut @@ý
zakletí	za @@kle @@t @@í
zakloktat	za @@klokt @@a @@t
zaklopit	za @@klop @@i @@t
zaklopýtnout	za @@klopýt @@nou @@t
zakloňovat	za @@kloň @@ova @@t
zakládat	za @@klád @@a @@t
zaklápět	za @@kláp @@ě @@t
zaklínal	za @@klí @@n @@a @@l
zaklínat	za @@klí @@n @@a @@t
zaklínit	za @@klín @@i @@t
zaklínovat	za @@klín @@ova @@t
zaklít	za @@klí @@t
zaklíšťovávanost	za @@klíšť @@ová @@v @@a @@n @@ost
zaklížit	za @@klíž @@i @@t
zakmitat	za @@kmit @@a @@t
zakničet	za @@knič @@e @@t
zakokrhat	za @@kokrh @@a @@t
zakoktat	za @@kokt @@a @@t
zakolébat	za @@koléb @@a @@t
zakolísat	za @@kolís @@a @@t
zakomíhat	za @@komíh @@a @@t
zakonzervování	za @@konzerv @@ová @@n @@í
zakončit	za @@konč @@i @@t
zakončovat	za @@konč @@ova @@t
zakopal	za @@kop @@a @@l
zakopat	za @@kop @@a @@t
zakopnout	za @@kop @@nou @@t
zakopán	za @@kop @@á @@n
zakopáním	za @@kop @@á @@n @@ím
zakopávat	za @@kop @@á @@v @@a @@t
zakormidlovat	za @@korm @@i @@dl @@ova @@t
zakotvení	za @@kotv @@en @@í
zakotvit	za @@kotv @@i @@t
zakotvovat	za @@kotv @@ova @@t
zakoukat	za @@kouk @@a @@t
zakoulet	za @@koul @@e @@t
zakoupil	za @@koup @@i @@l
zakoupit	za @@koup @@i @@t
zakousnout	za @@kous @@nou @@t
zakousávat	za @@kous @@á @@v @@a @@t
zakouřit	za @@kouř @@i @@t
zakoušení	za @@kouš @@e @@n @@í
zakoušet	za @@kouš @@e @@t
zakouším	za @@kouš @@í @@m
zakořenit	za @@kořen @@i @@t
zakořeňovat	za @@kořeň @@ova @@t
zakrechtovat	za @@krecht @@ova @@t
zakreslit	za @@kresl @@i @@t
zakreslovat	za @@kresl @@ova @@t
zakrnět	za @@krn @@ě @@t
zakrojit	za @@kroj @@i @@t
zakroutit	za @@krout @@i @@t
zakroužit	za @@krouž @@i @@t
zakrouží	za @@krouž @@í
zakročit	za @@kroč @@i @@t
zakrsat	za @@krs @@a @@t
zakrsávat	za @@krs @@á @@v @@a @@t
zakrucovat	za @@kruc @@ova @@t
zakručet	za @@kruč @@e @@t
zakrvavit	za @@krv @@av @@i @@t
zakrvavět	za @@krv @@av @@ě @@t
zakrvácet	za @@krv @@ác @@e @@t
zakrákat	za @@krák @@a @@t
zakrákorat	za @@krákor @@a @@t
zakrámovat	za @@krám @@ova @@t
zakrýt	za @@krý @@t
zakrývat	za @@krý @@v @@a @@t
zakrývá	za @@krý @@v @@á
zakrývání	za @@krýv @@á @@n @@í
zaktivizovat	z @@akt @@iv @@iz @@ova @@t
zaktualizovat	z @@akt @@u @@al @@iz @@ova @@t
zakuckat	za @@kuc @@k @@a @@t
zakukat	za @@kuk @@a @@t
zakuklit	za @@kukl @@i @@t
zakuklovat	za @@kukl @@ova @@t
zakulacovat	za @@kul @@ac @@ova @@t
zakulatit	za @@kul @@at @@i @@t
zakultivovaný	za @@kult @@iv @@ova @@n @@ý
zakupovat	za @@kup @@ova @@t
zakusit	za @@kus @@i @@t
zakusitelno	za @@kus @@i @@teln @@o
zakusovat	za @@kus @@ova @@t
zakutat	za @@kut @@a @@t
zakutálet	za @@kutál @@e @@t
zakuňkat	za @@kuňk @@a @@t
zakuřovat	za @@kuř @@ova @@t
zakušen	za @@kuš @@en
zakušené	za @@kuš @@en @@é
zakušeném	za @@kuš @@en @@ém
zakušený	za @@kuš @@en @@ý
